"date","exchange_rate"
"2018-07-13","112.38"
"2018-07-16","112.29"
"2018-07-17","112.79"
"2018-07-18","112.82"
"2018-07-19","112.98"
"2018-07-20","111.74"
"2018-07-23","111.36"
"2018-07-24","111.27"
"2018-07-25","111.02"
"2018-07-26","111.2"
"2018-07-27","110.94"
"2018-07-30","110.98"
"2018-07-31","111.88"
"2018-08-01","111.72"
"2018-08-02","111.48"
"2018-08-03","111.12"
"2018-08-06","111.43"
"2018-08-07","111.19"
"2018-08-08","110.96"
"2018-08-09","110.9"
"2018-08-10","110.66"
"2018-08-13","110.65"
"2018-08-14","110.92"
"2018-08-15","110.62"
"2018-08-16","110.89"
"2018-08-17","110.54"
"2018-08-20","110.38"
"2018-08-21","110.48"
"2018-08-22","110.54"
"2018-08-23","111.14"
"2018-08-24","111.22"
"2018-08-27","111.09"
"2018-08-28","111.04"
"2018-08-29","111.8"
"2018-08-30","111.17"
"2018-08-31","110.98"
"2018-09-04","111.44"
"2018-09-05","111.47"
"2018-09-06","110.87"
"2018-09-07","111.18"
"2018-09-10","111.09"
"2018-09-11","111.54"
"2018-09-12","111.29"
"2018-09-13","111.92"
"2018-09-14","112.09"
"2018-09-17","111.97"
"2018-09-18","112.3"
"2018-09-19","112.21"
"2018-09-20","112.58"
"2018-09-21","112.62"
"2018-09-24","112.62"
"2018-09-25","112.88"
"2018-09-26","112.92"
"2018-09-27","113.38"
"2018-09-28","113.48"
"2018-10-01","113.96"
"2018-10-02","113.66"
"2018-10-03","114.19"
"2018-10-04","113.79"
"2018-10-05","113.56"
"2018-10-09","113.13"
"2018-10-10","112.71"
"2018-10-11","112.26"
"2018-10-12","112.02"
"2018-10-15","111.82"
"2018-10-16","112.16"
"2018-10-17","112.21"
"2018-10-18","112.11"
"2018-10-19","112.52"
"2018-10-22","112.78"
"2018-10-23","112.12"
"2018-10-24","112.58"
"2018-10-25","112.54"
"2018-10-26","111.65"
"2018-10-29","112.49"
"2018-10-30","112.76"
"2018-10-31","112.86"
"2018-11-01","112.79"
"2018-11-02","113.09"
"2018-11-05","113.22"
"2018-11-06","113.38"
"2018-11-07","113.32"
"2018-11-08","113.87"
"2018-11-09","113.77"
"2018-11-13","113.97"
"2018-11-14","113.7"
"2018-11-15","113.46"
"2018-11-16","112.76"
"2018-11-19","112.54"
"2018-11-20","112.66"
"2018-11-21","113.06"
"2018-11-23","112.83"
"2018-11-26","113.58"
"2018-11-27","113.84"
"2018-11-28","113.96"
"2018-11-29","113.42"
"2018-11-30","113.54"
"2018-12-03","113.54"
"2018-12-04","112.93"
"2018-12-06","112.46"
"2018-12-07","112.6"
"2018-12-10","112.96"
"2018-12-11","113.41"
"2018-12-12","113.28"
"2018-12-13","113.66"
"2018-12-14","113.35"
"2018-12-17","112.96"
"2018-12-18","112.54"
"2018-12-19","112.15"
"2018-12-20","111.34"
"2018-12-21","111.14"
"2018-12-26","110.45"
"2018-12-27","110.78"
"2018-12-28","110.34"
"2018-12-31","109.7"
"2019-01-02","109.22"
"2019-01-03","108.07"
"2019-01-04","108.29"
"2019-01-07","108.62"
"2019-01-08","108.57"
"2019-01-09","108.38"
"2019-01-10","108.29"
"2019-01-11","108.34"
"2019-01-15","108.72"
"2019-01-16","108.84"
"2019-01-17","109.01"
"2019-01-18","109.79"
"2019-01-22","109.34"
"2019-01-23","109.44"
"2019-01-24","109.72"
"2019-01-25","109.6"
"2019-01-28","109.2"
"2019-01-29","109.36"
"2019-01-30","109.57"
"2019-01-31","108.84"
"2019-02-01","109.55"
"2019-02-04","109.96"
"2019-02-05","109.99"
"2019-02-06","109.75"
"2019-02-07","109.7"
"2019-02-08","109.76"
"2019-02-11","110.4"
"2019-02-12","110.5"
"2019-02-13","110.86"
"2019-02-14","110.68"
"2019-02-15","110.54"
"2019-02-19","110.68"
"2019-02-21","110.72"
"2019-02-22","110.7"
"2019-02-25","111.07"
"2019-02-26","110.76"
"2019-02-27","110.92"
"2019-02-28","111.38"
"2019-03-01","111.89"
"2019-03-04","111.68"
"2019-03-05","111.98"
"2019-03-06","111.66"
"2019-03-07","111.6"
"2019-03-08","111.11"
"2019-03-11","111.21"
"2019-03-12","111.38"
"2019-03-13","111.23"
"2019-03-14","111.71"
"2019-03-15","111.57"
"2019-03-18","111.41"
"2019-03-19","111.38"
"2019-03-20","111.41"
"2019-03-21","110.86"
"2019-03-22","109.76"
"2019-03-25","110.09"
"2019-03-26","110.5"
"2019-03-27","110.38"
"2019-03-28","110.54"
"2019-03-29","110.68"
"2019-04-01","111.29"
"2019-04-02","111.32"
"2019-04-03","111.48"
"2019-04-04","111.55"
"2019-04-05","111.71"
"2019-04-08","111.47"
"2019-04-09","111.08"
"2019-04-10","110.92"
"2019-04-11","111.48"
"2019-04-12","112.0"
"2019-04-15","112.0"
"2019-04-16","111.95"
"2019-04-17","112.0"
"2019-04-18","111.94"
"2019-04-19","111.92"
"2019-04-22","111.94"
"2019-04-23","111.86"
"2019-04-24","111.81"
"2019-04-25","111.59"
"2019-04-26","111.6"
"2019-04-29","111.8"
"2019-04-30","111.4"
"2019-05-01","111.18"
"2019-05-02","111.39"
"2019-05-03","111.28"
"2019-05-06","110.86"
"2019-05-07","110.34"
"2019-05-08","110.12"
"2019-05-09","109.55"
"2019-05-10","109.56"
"2019-05-13","109.18"
"2019-05-14","109.68"
"2019-05-15","109.58"
"2019-05-16","109.89"
"2019-05-17","109.9"
"2019-05-20","109.96"
"2019-05-21","110.6"
"2019-05-22","110.28"
"2019-05-23","109.58"
"2019-05-24","109.38"
"2019-05-28","109.49"
"2019-05-29","109.24"
"2019-05-30","109.67"
"2019-05-31","108.66"
